2.99872e-17	2.99871e-17
6.3002e-17	6.30019e-17
9.60168e-17	9.60167e-17
1.29032e-16	1.29032e-16
1.62046e-16	1.62046e-16
1.95061e-16	1.95061e-16
2.28076e-16	2.28076e-16
2.61091e-16	2.61091e-16
2.94106e-16	2.94106e-16
3.27121e-16	3.27121e-16
3.60135e-16	3.60135e-16
2.24621e-16	2.24621e-16
3.30703e-17	3.30704e-17
-1.58481e-16	-1.58481e-16
-3.50031e-16	-3.50031e-16
-5.41582e-16	-5.41582e-16
-7.33133e-16	-7.33133e-16
-9.24684e-16	-9.24684e-16
-1.11623e-15	-1.11623e-15
-1.30779e-15	-1.30779e-15
-1.49934e-15	-1.49934e-15
-9.5141e-16	-9.5141e-16
-9.80642e-17	-9.80642e-17
7.55282e-16	7.55282e-16
1.60863e-15	1.60863e-15
2.46197e-15	2.46197e-15
3.31532e-15	3.31532e-15
4.16867e-15	4.16867e-15
5.02201e-15	5.02201e-15
5.87536e-15	5.87536e-15
3.65436e-15	3.65436e-15
-8.62349e-17	-8.62349e-17
-3.82683e-15	-3.82683e-15
-7.56742e-15	-7.56742e-15
-1.1308e-14	-1.1308e-14
-1.50486e-14	-1.50486e-14
-1.87892e-14	-1.87892e-14
-2.25298e-14	-2.25298e-14
-1.55154e-14	-1.55154e-14
8.62448e-16	8.62448e-16
1.72403e-14	1.72403e-14
3.36182e-14	3.36182e-14
4.99961e-14	4.99961e-14
6.6374e-14	6.6374e-14
8.27519e-14	8.27519e-14
8.03327e-14	8.03327e-14
8.62925e-15	8.62925e-15
-6.30742e-14	-6.30742e-14
-1.34778e-13	-1.34778e-13
-2.06481e-13	-2.06481e-13
-2.78184e-13	-2.78184e-13
-3.49888e-13	-3.49888e-13
-1.80827e-13	-1.80827e-13
1.33093e-13	1.33093e-13
4.47013e-13	4.47013e-13
7.60933e-13	7.60933e-13
1.07485e-12	1.07485e-12
1.38877e-12	1.38877e-12
5.30695e-13	5.30695e-13
-8.43658e-13	-8.43658e-13
-2.21801e-12	-2.21801e-12
-3.59236e-12	-3.59236e-12
-4.96672e-12	-4.96672e-12
-3.7019e-12	-3.7019e-12
2.31507e-12	2.31507e-12
8.33203e-12	8.33203e-12
1.4349e-11	1.4349e-11
2.0366e-11	2.0366e-11
8.46739e-12	8.46739e-12
-1.78751e-11	-1.78751e-11
-4.42176e-11	-4.42176e-11
-7.05601e-11	-7.05601e-11
-6.42387e-11	-6.42387e-11
5.10896e-11	5.10896e-11
1.66418e-10	1.66418e-10
2.81746e-10	2.81746e-10
1.86323e-10	1.86323e-10
-3.18588e-10	-3.18588e-10
-8.23499e-10	-8.23499e-10
-1.32841e-09	-1.32841e-09
4.42467e-10	4.42467e-10
2.65299e-09	2.65299e-09
4.8635e-09	4.8635e-09
-1.08809e-09	-1.08809e-09
-1.07658e-08	-1.07658e-08
-2.04435e-08	-2.04435e-08
1.41291e-08	1.41291e-08
5.64985e-08	5.64985e-08
3.1087e-08	3.1087e-08
-1.54408e-07	-1.54408e-07
-3.39902e-07	-3.39902e-07
-3.11658e-07	-3.11714e-07
-2.81806e-07	-2.8189e-07
-2.53134e-07	-2.53204e-07
-2.19372e-07	-2.1939e-07
-1.82681e-07	-1.82661e-07
-1.45029e-07	-1.44991e-07
-1.07116e-07	-1.07073e-07
-6.92977e-08	-6.92603e-08
-6.6591e-09	-6.65511e-09
