-1.7055e-28	-1.29015e-28
-1.48173e-28	-1.11876e-28
-1.25797e-28	-9.47359e-29
-1.03421e-28	-7.75962e-29
-8.10443e-29	-6.04564e-29
-5.8668e-29	-4.33167e-29
-3.62917e-29	-2.61769e-29
-1.39155e-29	-9.0372e-30
8.46084e-30	8.10255e-30
3.08371e-29	2.52423e-29
5.32134e-29	4.2382e-29
5.17018e-29	4.04566e-29
4.22472e-29	3.21919e-29
3.27927e-29	2.39272e-29
2.33381e-29	1.56625e-29
1.38836e-29	7.39781e-30
4.42901e-30	-8.66894e-31
-5.02554e-30	-9.13159e-30
-1.44801e-29	-1.73963e-29
-2.39346e-29	-2.5661e-29
-3.33892e-29	-3.39257e-29
-2.64853e-29	-2.55409e-29
-1.28251e-29	-1.02795e-29
8.35139e-31	4.98196e-30
1.44954e-29	2.02434e-29
2.81556e-29	3.55048e-29
4.18158e-29	5.07662e-29
5.5476e-29	6.60276e-29
6.91363e-29	8.1289e-29
8.27965e-29	9.65504e-29
5.31073e-29	6.12716e-29
1.99125e-30	1.01166e-30
-4.91248e-29	-5.92483e-29
-1.00241e-28	-1.19508e-28
-1.51357e-28	-1.79768e-28
-2.02473e-28	-2.40028e-28
-2.53589e-28	-3.00288e-28
-3.04705e-28	-3.60548e-28
-2.10318e-28	-2.48658e-28
1.07491e-29	1.31092e-29
2.31816e-28	2.74877e-28
4.52882e-28	5.36644e-28
6.73949e-28	7.98412e-28
8.95016e-28	1.06018e-27
1.11608e-27	1.32195e-27
1.08361e-27	1.28342e-27
1.16618e-28	1.38026e-28
-8.50374e-28	-1.00737e-27
-1.81737e-27	-2.15276e-27
-2.78436e-27	-3.29815e-27
-3.75135e-27	-4.44354e-27
-4.71834e-27	-5.58893e-27
-2.43853e-27	-2.88845e-27
1.79477e-27	2.12595e-27
6.02806e-27	7.14035e-27
1.02614e-26	1.21548e-26
1.44947e-26	1.71692e-26
1.8728e-26	2.21836e-26
7.15644e-27	8.47694e-27
-1.13772e-26	-1.34765e-26
-2.99109e-26	-3.54299e-26
-4.84446e-26	-5.73832e-26
-6.69782e-26	-7.93366e-26
-4.99212e-26	-5.91325e-26
3.1221e-26	3.69814e-26
1.12363e-25	1.33095e-25
1.93505e-25	2.29209e-25
2.74648e-25	3.25323e-25
1.14185e-25	1.35254e-25
-2.41065e-25	-2.85543e-25
-5.96315e-25	-7.06339e-25
-9.51566e-25	-1.12714e-24
-8.66308e-25	-1.02615e-24
6.89025e-25	8.16148e-25
2.24436e-24	2.65845e-24
3.79969e-24	4.50074e-24
2.51274e-24	2.97636e-24
-4.29676e-24	-5.08948e-24
-1.11063e-23	-1.31553e-23
-1.79157e-23	-2.12211e-23
5.9681e-24	7.06907e-24
3.57814e-23	4.23826e-23
6.55946e-23	7.76961e-23
-1.46784e-23	-1.73858e-23
-1.45207e-22	-1.71995e-22
-2.75737e-22	-3.26605e-22
1.9059e-22	2.25746e-22
7.62081e-22	9.02662e-22
4.19275e-22	4.96626e-22
-2.0829e-21	-2.4671e-21
-4.58507e-21	-5.43082e-21
-0.000153315	-0.000139237
-0.000406198	-0.000370675
-0.000889164	-0.000816166
-0.00139091	-0.00127923
-0.00181807	-0.00167232
-0.0020959	-0.00192841
-0.00215601	-0.00198625
-0.00186104	-0.00171884
-0.000198007	-0.000183096
